Date,Day,Date/Time,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Temp,Dew Point,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),altimeter (in),sea level (mb),1-Hour Precip,3-Hour Precip,6-Hour Precip,Data Retrieval Date,Obs_Month,Obs_Year
2024-11-01,1,2024-11-01 01:53,01:53,EST,S  10,10.0,Fair,CLR,64.9,55.0,70.0,,,30.07,1017.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 02:53,02:53,EST,S  8,10.0,Fair,CLR,63.0,55.0,76.0,,,30.05,1016.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 03:53,03:53,EST,S  9,10.0,Fair,CLR,63.0,55.0,76.0,,,30.04,1016.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 04:53,04:53,EST,S  9,10.0,Fair,CLR,63.0,55.0,76.0,,,30.04,1016.7,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 05:53,05:53,EST,S  10,10.0,Fair,CLR,63.0,55.0,76.0,,,30.06,1017.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 06:53,06:53,EST,S  10,10.0,Fair,CLR,63.0,55.0,76.0,,,30.06,1017.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 07:53,07:53,EST,SW  6,10.0,A Few Clouds,FEW110,64.0,55.0,73.0,,,30.07,1017.7,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 08:53,08:53,EST,S  7,10.0,Light Rain,FEW070 OVC110,64.0,55.9,75.0,,,30.09,1018.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 09:53,09:53,EST,S  12,10.0,Mostly Cloudy,BKN110,64.0,57.0,78.0,,,30.11,1019.1,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 10:53,10:53,EST,SW  6,10.0,A Few Clouds,FEW110,66.0,55.9,70.0,,,30.12,1019.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 11:53,11:53,EST,S  10,10.0,Fair,CLR,71.1,57.9,63.0,,,30.12,1019.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 12:53,12:53,EST,S  9,10.0,Fair,CLR,75.9,57.9,54.0,,78.0,30.11,1018.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 13:53,13:53,EST,Calm,10.0,Overcast,OVC065,77.0,55.0,47.0,,78.0,30.09,1018.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 14:53,14:53,EST,W  7,10.0,Partly Cloudy,FEW070 SCT080,79.0,54.0,42.0,,79.0,30.08,1017.8,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 15:53,15:53,EST,W  8,10.0,Partly Cloudy,SCT070,79.0,51.1,38.0,,79.0,30.08,1018.1,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 16:53,16:53,EST,W  6  G 18,10.0,Fair,CLR,77.0,48.9,37.0,,78.0,30.09,1018.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 17:53,17:53,EST,NW  8,10.0,A Few Clouds,FEW060,73.9,48.0,40.0,,,30.11,1019.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 18:53,18:53,EST,W  3,10.0,Fair,CLR,70.0,46.9,44.0,,,30.14,1020.0,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 19:53,19:53,EST,N  3,10.0,Fair,CLR,66.9,46.9,49.0,,,30.16,1020.7,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 20:53,20:53,EST,S  5,10.0,Fair,CLR,63.0,46.0,54.0,,,30.16,1020.8,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 21:53,21:53,EST,Vrbl  3,10.0,Fair,CLR,66.0,45.0,47.0,,,30.17,1021.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 22:53,22:53,EST,W  3,10.0,Fair,CLR,63.0,44.1,50.0,,,30.19,1021.8,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-01,1,2024-11-01 23:53,23:53,EST,Calm,10.0,Fair,CLR,55.9,43.0,62.0,,,30.21,1022.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 00:53,00:53,EST,SE  5,10.0,Fair,CLR,57.0,37.9,49.0,,,30.22,1022.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 01:53,01:53,EST,Calm,10.0,Fair,CLR,57.0,36.0,45.0,,,30.23,1023.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 02:53,02:53,EST,NE  3,10.0,Fair,CLR,53.1,37.0,55.0,,,30.25,1023.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 03:53,03:53,EST,NE  3,10.0,Fair,CLR,52.0,37.9,59.0,,,30.27,1024.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 04:53,04:53,EST,NE  3,10.0,Fair,CLR,46.9,37.0,69.0,,,30.28,1025.0,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 05:53,05:53,EST,Calm,10.0,Fair,CLR,46.9,37.0,69.0,,,30.3,1025.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 06:53,06:53,EST,Calm,10.0,Fair,CLR,46.0,37.0,71.0,,,30.33,1026.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 07:53,07:53,EST,Calm,10.0,Fair,CLR,46.0,36.0,68.0,,,30.34,1027.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 08:53,08:53,EST,Calm,10.0,Fair,CLR,45.0,37.9,77.0,,,30.37,1028.1,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 09:53,09:53,EST,Calm,10.0,Fair,CLR,51.1,37.9,61.0,,,30.38,1028.4,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 10:53,10:53,EST,Vrbl  3,10.0,Fair,CLR,54.0,39.0,57.0,,,30.37,1028.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 11:53,11:53,EST,Vrbl  3,10.0,Fair,CLR,57.0,37.9,49.0,,,30.37,1028.1,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 12:53,12:53,EST,NE  5,10.0,Fair,CLR,60.1,37.9,44.0,,,30.34,1027.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 13:53,13:53,EST,NE  3,10.0,Fair,CLR,62.1,37.9,41.0,,,30.32,1026.4,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 14:53,14:53,EST,SE  6,10.0,Fair,CLR,64.0,37.9,38.0,,,30.3,1025.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 15:53,15:53,EST,E  5,10.0,Fair,CLR,64.9,39.0,39.0,,,30.29,1025.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 16:53,16:53,EST,Calm,10.0,Fair,CLR,64.0,39.0,40.0,,,30.3,1025.8,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 17:53,17:53,EST,E  5,10.0,Fair,CLR,61.0,39.0,44.0,,,30.3,1025.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 18:53,18:53,EST,NE  3,10.0,Fair,CLR,57.0,39.0,51.0,,,30.32,1026.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 19:53,19:53,EST,Calm,10.0,Fair,CLR,54.0,39.0,57.0,,,30.33,1027.1,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 20:53,20:53,EST,N  3,10.0,Fair,CLR,48.9,39.9,71.0,,,30.36,1028.0,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 21:53,21:53,EST,N  3,10.0,Fair,CLR,51.1,37.9,61.0,,,30.37,1028.4,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 22:53,22:53,EST,NW  5,10.0,Fair,CLR,48.9,37.9,66.0,48.0,,30.38,1028.7,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-02,2,2024-11-02 23:53,23:53,EST,Calm,10.0,Fair,CLR,45.0,37.9,77.0,,,30.38,1028.8,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 00:53,00:53,EST,Calm,10.0,Fair,CLR,45.0,39.0,80.0,,,30.38,1028.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-03,3,2024-11-03 01:53,01:53,EST,Calm,10.0,Fair,CLR,43.0,39.0,86.0,,,30.39,1029.1,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 02:53,02:53,EST,Calm,10.0,Fair,CLR,39.9,36.0,86.0,,,30.39,1028.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 03:53,03:53,EST,Calm,10.0,Fair,CLR,39.0,37.0,93.0,,,30.4,1029.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 04:53,04:53,EST,Calm,10.0,Fair,CLR,39.0,36.0,89.0,,,30.41,1029.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 05:53,05:53,EST,N  3,10.0,Fair,CLR,36.0,34.0,93.0,,,30.43,1030.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 06:53,06:53,EST,NE  3,10.0,Fair,CLR,39.0,35.1,86.0,,,30.43,1030.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 07:53,07:53,EST,N  5,10.0,Fair,CLR,42.1,36.0,79.0,40.0,,30.46,1031.4,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 08:53,08:53,EST,NE  8,10.0,Fair,CLR,48.0,36.0,63.0,45.0,,30.46,1031.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 09:53,09:53,EST,E  8,10.0,Fair,CLR,51.1,37.0,59.0,,,30.46,1031.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 10:53,10:53,EST,NE  7,10.0,Fair,CLR,54.0,37.0,53.0,,,30.46,1031.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 11:53,11:53,EST,NE  6,10.0,Fair,CLR,57.0,37.0,47.0,,,30.43,1030.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 12:53,12:53,EST,E  3,10.0,Fair,CLR,57.9,37.0,46.0,,,30.4,1029.2,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-03,3,2024-11-03 13:53,13:53,EST,Calm,10.0,Fair,CLR,57.9,36.0,44.0,,,30.39,1029.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 14:53,14:53,EST,Calm,10.0,Fair,CLR,60.1,36.0,41.0,,,30.38,1028.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 15:53,15:53,EST,E  6,10.0,Fair,CLR,60.1,36.0,41.0,,,30.38,1028.5,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 16:53,16:53,EST,Calm,10.0,Fair,CLR,55.9,36.0,47.0,,,30.38,1028.9,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 17:53,17:53,EST,NE  3,10.0,Fair,CLR,53.1,37.0,55.0,,,30.39,1029.3,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 18:53,18:53,EST,Calm,10.0,Fair,CLR,50.0,36.0,59.0,,,30.41,1029.7,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 19:53,19:53,EST,N  3,10.0,Fair,CLR,46.0,37.9,73.0,,,30.42,1030.2,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 20:53,20:53,EST,NW  3,10.0,Fair,CLR,46.9,35.1,63.0,,,30.44,1030.6,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 21:53,21:53,EST,Calm,10.0,Fair,CLR,45.0,36.0,71.0,,,30.44,1030.7,0.0,0.0,0.0,2024-11-03,11,2024
2024-11-03,3,2024-11-03 22:53,22:53,EST,NW  3,10.0,Fair,CLR,44.1,35.1,71.0,,,30.43,1030.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-03,3,2024-11-03 23:53,23:53,EST,Calm,10.0,Fair,CLR,41.0,36.0,82.0,,,30.43,1030.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 00:53,00:53,EST,N  3,10.0,Fair,CLR,39.0,35.1,86.0,,,30.43,1030.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 01:53,01:53,EST,Calm,10.0,Fair,CLR,39.0,34.0,82.0,,,30.42,1030.1,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 02:53,02:53,EST,Calm,10.0,Fair,CLR,37.0,34.0,89.0,,,30.42,1030.0,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 03:53,03:53,EST,Calm,10.0,Overcast,OVC020,39.0,36.0,89.0,,,30.43,1030.2,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-04,4,2024-11-04 04:53,04:53,EST,Calm,10.0,Mostly Cloudy,BKN023,41.0,37.0,86.0,,,30.43,1030.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 05:53,05:53,EST,Calm,10.0,Mostly Cloudy,BKN023,39.0,36.0,89.0,,,30.45,1031.1,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 06:53,06:53,EST,Calm,10.0,Overcast,OVC024,39.9,36.0,86.0,,,30.45,1031.4,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 07:53,07:53,EST,Calm,10.0,Mostly Cloudy,SCT024 BKN075,44.1,37.9,79.0,,,30.47,1032.1,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 08:53,08:53,EST,Calm,10.0,Overcast,OVC020,46.9,39.0,74.0,,,30.47,1031.8,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 09:53,09:53,EST,Calm,10.0,Overcast,OVC022,50.0,39.9,68.0,,,30.47,1031.8,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 10:53,10:53,EST,S  5,10.0,Mostly Cloudy,BKN024,54.0,44.1,69.0,,,30.46,1031.4,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 11:53,11:53,EST,Vrbl  3,10.0,Partly Cloudy,SCT080,55.9,43.0,62.0,,,30.43,1030.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 12:53,12:53,EST,S  6,10.0,Fair,CLR,57.9,42.1,56.0,,,30.4,1029.6,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 13:53,13:53,EST,S  8,10.0,Fair,CLR,60.1,41.0,50.0,,,30.38,1028.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 14:53,14:53,EST,Vrbl  5,10.0,Mostly Cloudy,BKN037,60.1,41.0,50.0,,,30.35,1027.8,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 15:53,15:53,EST,S  7,10.0,Mostly Cloudy,BKN036,60.1,42.1,52.0,,,30.34,1027.4,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 16:53,16:53,EST,S  6,10.0,Overcast,OVC033,59.0,43.0,56.0,,,30.34,1027.2,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 17:53,17:53,EST,S  6,10.0,Overcast,OVC033,57.9,44.1,60.0,,,30.33,1027.1,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 18:53,18:53,EST,S  5,10.0,Overcast,OVC029,55.9,46.0,70.0,,,30.32,1026.8,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 19:53,19:53,EST,SW  3,10.0,Overcast,OVC031,57.0,46.0,67.0,,,30.32,1026.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 20:53,20:53,EST,Calm,10.0,Overcast,OVC031,53.1,46.0,77.0,,,30.32,1026.5,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 21:53,21:53,EST,Calm,10.0,Fair,CLR,53.1,45.0,74.0,,,30.31,1026.4,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 22:53,22:53,EST,S  3,10.0,Fair,CLR,51.1,44.1,77.0,,,30.3,1025.9,0.0,0.0,0.0,2024-11-04,11,2024
2024-11-04,4,2024-11-04 23:53,23:53,EST,Calm,10.0,Fair,CLR,51.1,44.1,77.0,,,30.29,1025.4,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 00:53,00:53,EST,Calm,10.0,Mostly Cloudy,BKN026,52.0,45.0,77.0,,,30.27,1024.9,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 01:53,01:53,EST,Calm,10.0,Overcast,OVC027,53.1,45.0,74.0,,,30.27,1024.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 02:53,02:53,EST,Calm,10.0,Mostly Cloudy,BKN032,51.1,45.0,80.0,,,30.26,1024.5,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 03:53,03:53,EST,W  3,10.0,Overcast,OVC028,51.1,45.0,80.0,,,30.26,1024.4,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 04:53,04:53,EST,Calm,10.0,Overcast,OVC030,51.1,44.1,77.0,,,30.26,1024.5,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 05:53,05:53,EST,Calm,10.0,Overcast,OVC031,50.0,45.0,83.0,,,30.27,1024.7,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 06:53,06:53,EST,SW  3,10.0,Overcast,OVC033,54.0,46.0,75.0,,,30.27,1024.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 07:53,07:53,EST,Calm,10.0,Overcast,OVC029,54.0,46.0,75.0,,,30.28,1025.1,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 08:53,08:53,EST,SW  6,10.0,Overcast,OVC032,57.0,48.9,74.0,,,30.28,1025.1,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 09:53,09:53,EST,Calm,10.0,Fair,CLR,63.0,51.1,65.0,,,30.27,1024.7,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 10:53,10:53,EST,S  13  G 22,10.0,Fair,CLR,69.1,55.9,63.0,,,30.26,1024.4,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 11:53,11:53,EST,S  14,10.0,Fair,CLR,73.0,57.9,59.0,,,30.23,1023.4,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 12:53,12:53,EST,S  16,10.0,Fair,CLR,75.0,57.9,55.0,,78.0,30.21,1022.5,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 13:53,13:53,EST,S  17  G 25,10.0,A Few Clouds,FEW035,75.0,57.9,55.0,,78.0,30.18,1021.4,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 14:53,14:53,EST,S  12,10.0,Overcast,OVC039,73.0,57.9,59.0,,,30.17,1021.1,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 15:53,15:53,EST,SW  7,10.0,Overcast,OVC042,72.0,57.9,61.0,,,30.16,1021.0,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 16:53,16:53,EST,S  7,10.0,Overcast,BKN048 OVC085,71.1,59.0,66.0,,,30.16,1020.9,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 17:53,17:53,EST,S  8,10.0,Overcast,OVC080,70.0,59.0,68.0,,,30.15,1020.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 18:53,18:53,EST,SW  7,10.0,Overcast,BKN065 OVC080,69.1,57.9,68.0,,,30.16,1020.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 19:53,19:53,EST,SW  5,10.0,Overcast,OVC055,68.0,59.0,73.0,,,30.16,1020.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 20:53,20:53,EST,S  6,10.0,Overcast,OVC070,64.9,57.9,78.0,,,30.15,1020.8,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 21:53,21:53,EST,SW  3,10.0,Mostly Cloudy,FEW041 BKN060,66.9,59.0,76.0,,,30.15,1020.5,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 22:53,22:53,EST,S  7,10.0,A Few Clouds,FEW055,64.9,59.0,81.0,,,30.15,1020.5,0.0,0.0,0.0,2024-11-05,11,2024
2024-11-05,5,2024-11-05 23:53,23:53,EST,SW  3,10.0,Mostly Cloudy,FEW037 BKN055,64.0,59.0,84.0,,,30.16,1020.7,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 00:53,00:53,EST,S  9,10.0,Overcast,BKN038 OVC047,64.0,57.9,81.0,,,30.15,1020.5,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 01:53,01:53,EST,S  8,10.0,Fair,CLR,62.1,57.0,84.0,,,30.12,1019.5,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 02:53,02:53,EST,S  7,10.0,Mostly Cloudy,BKN024,62.1,57.0,84.0,,,30.12,1019.4,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 03:53,03:53,EST,S  7,10.0,Mostly Cloudy,BKN023 BKN033,61.0,57.0,87.0,,,30.11,1019.2,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 04:53,04:53,EST,S  8,10.0,Partly Cloudy,SCT047,61.0,57.0,87.0,,,30.11,1019.1,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 05:53,05:53,EST,S  9,10.0,A Few Clouds,FEW049,60.1,57.0,90.0,,,30.11,1019.0,0.0,0.0,0.0,2024-11-06,11,2024
